appid,derived_st,conf_file
Splunk_TA_f5-bigip,f5_bigip-irule-default,props.conf
Splunk_TA_f5-bigip,f5_bigip-irule-dns-request,props.conf
Splunk_TA_f5-bigip,f5_bigip-irule-dns-response,props.conf
Splunk_TA_f5-bigip,f5_bigip-irule-exclude-audit,props.conf
Splunk_TA_f5-bigip,f5_bigip-irule-http,props.conf
Splunk_TA_f5-bigip,f5_bigip-irule-lb-failed,props.conf
Splunk_TA_f5-bigip,f5_bigip-syslog-asm,props.conf
Splunk_TA_f5-bigip,f5_bigip:icontrol:globallb,eventtypes.conf
Splunk_TA_f5-bigip,f5_bigip:icontrol:locallb,eventtypes.conf
Splunk_TA_f5-bigip,f5_bigip:icontrol:locallb:pool,eventtypes.conf
Splunk_TA_f5-bigip,f5_bigip:icontrol:management:device,eventtypes.conf
Splunk_TA_f5-bigip,f5_bigip:icontrol:management:usermanagement,eventtypes.conf
Splunk_TA_f5-bigip,f5_bigip:icontrol:networking:adminip,eventtypes.conf
Splunk_TA_f5-bigip,f5_bigip:icontrol:networking:interfaces,eventtypes.conf
Splunk_TA_f5-bigip,f5_bigip:icontrol:system:disk,eventtypes.conf
Splunk_TA_f5-bigip,f5_bigip:icontrol:system:statistics,eventtypes.conf
Splunk_TA_f5-bigip,f5_bigip:icontrol:system:systeminfo,eventtypes.conf
Splunk_TA_f5-bigip,f5_bigip:irule:http,eventtypes.conf
SplunkforF5Networks,f5-access,props.conf
Splunk_TA_f5-bigip,f5-bigip-apm-syslog,props.conf
SplunkforF5Networks,f5-dcfw,props.conf
SplunkforF5Networks,f5-syslog,props.conf
SplunkforF5Networks,F5:AFM:Syslog,transforms.conf
Splunk_TA_f5-bigip,f5:bigip:addon:log,props.conf
Splunk_TA_f5-bigip,f5:bigip:apm:syslog,transforms.conf
Splunk_TA_f5-bigip,f5:bigip:asm:syslog,transforms.conf
Splunk_TA_f5-bigip,f5:bigip:gtm:dns:request:irule,transforms.conf
Splunk_TA_f5-bigip,f5:bigip:gtm:dns:response:irule,transforms.conf
Splunk_TA_f5-bigip,f5:bigip:gtm:globallb:icontrol,transforms.conf
Splunk_TA_f5-bigip,f5:bigip:irule,transforms.conf
Splunk_TA_f5-bigip,f5:bigip:ltm:failed:irule,transforms.conf
Splunk_TA_f5-bigip,f5:bigip:ltm:http:irule,transforms.conf
Splunk_TA_f5-bigip,f5:bigip:ltm:locallb:icontrol,transforms.conf
Splunk_TA_f5-bigip,f5:bigip:ltm:locallb:pool:icontrol,transforms.conf
F5LTMPoolMonitoring,f5:bigip:ltm:snmp:failover:status,savedsearches.conf
F5LTMPoolMonitoring,f5:bigip:ltm:snmp:monitor:status,savedsearches.conf
F5LTMPoolMonitoring,f5:bigip:ltm:snmp:stat:server:cur:conns,savedsearches.conf
F5LTMPoolMonitoring,f5:bigip:ltm:snmp:sync:status,savedsearches.conf
Splunk_TA_f5-bigip,f5:bigip:management:device:icontrol,transforms.conf
Splunk_TA_f5-bigip,f5:bigip:management:icontrol,transforms.conf
Splunk_TA_f5-bigip,f5:bigip:management:usermanagement:icontrol,transforms.conf
Splunk_TA_f5-bigip,f5:bigip:networking:adminip:icontrol,transforms.conf
Splunk_TA_f5-bigip,f5:bigip:networking:icontrol,transforms.conf
Splunk_TA_f5-bigip,f5:bigip:networking:interfaces:icontrol,transforms.conf
Splunk_TA_f5-bigip,f5:bigip:syslog,transforms.conf
Splunk_TA_f5-bigip,f5:bigip:system:disk:icontrol,transforms.conf
Splunk_TA_f5-bigip,f5:bigip:system:statistics:icontrol,transforms.conf
Splunk_TA_f5-bigip,f5:bigip:system:systeminfo:icontrol,transforms.conf
SplunkforF5Networks,F5:iRule:WebAccess,transforms.conf
SplunkforF5Networks,F5:LTM:Syslog,transforms.conf
TA-Splunk_App_for_Facebook_Status,facebook:curl:status,inputs.conf
TA-facter,facter:log,inputs.conf
TA-facter,facter:script:cleanfacter.sh,inputs.conf
TA-facter,facter:script:facter.sh,inputs.conf
splunkforfail2ban,fail2ban_banevent,macros.conf
extreme_networks_basic,fans,transforms.conf
extreme_networks_basic,fdb,transforms.conf
FireEye_v3,fe_*,eventtypes.conf
FireEye_v3,fe_cef_syslog,transforms.conf
TA-FireEye_v3,fe_cef_syslog,transforms.conf
FireEye_v3,fe_csv_syslog,transforms.conf
TA-FireEye_v3,fe_csv_syslog,transforms.conf
FireEye_v3,fe_json_syslog,transforms.conf
TA-FireEye_v3,fe_json_syslog,transforms.conf
FireEye_v3,fe_xml_syslog,transforms.conf
TA-FireEye_v3,fe_xml_syslog,transforms.conf
Splunk_TA_fortinet_fortigate,fgt_event,transforms.conf
Splunk_TA_fortinet_fortigate,fgt_traffic,transforms.conf
Splunk_TA_fortinet_fortigate,fgt_utm,transforms.conf
TA_fidelis,fidelis:xps,eventtypes.conf
SplunkEnterpriseSecuritySuite,file_storage_ess,props.conf
extreme_networks_basic,files,transforms.conf
fingerstatus_command,finger_addresses,inputs.conf
homemonitor,fios,transforms.conf
TA-FireEye_Helix,fireeye:helix:alerts,inputs.conf
TA-FireEye_Helix,fireeye:helix:incidents,inputs.conf
F5AccessApp,firepass_log,transforms.conf
SplunkforF5Security,firepass_log,savedsearches.conf
SplunkforF5Access,firepass_log,transforms.conf
F5AccessApp,firepass_sourcetyper,props.conf
SplunkforF5Access,firepass_sourcetyper,props.conf
barracuda_splunk,firewall,transforms.conf
Splunk_TA_pflog,firewall:pflog,eventtypes.conf
TA-fitbit,Fit:Activity,inputs.conf
TA-fitbit,Fit:Body,inputs.conf
TA-fitbit,Fit:BodyGoals,inputs.conf
TA-fitbit,Fit:FoodLogging,inputs.conf
TA-fitbit,Fit:HR,inputs.conf
TA-fitbit,Fit:Sleep,inputs.conf
TA-fitbit,Fit:User,inputs.conf
FitbitAddonforSplunk,fitbit:activities,inputs.conf
FitbitAddonforSplunk,fitbit:refresh,inputs.conf
FitbitAddonforSplunk,fitbit:sleep,inputs.conf
splunk6overview,flightdata,inputs.conf
splunk6overview,flightsummary,inputs.conf
netflow,flowintegrator,macros.conf
ddos_detector,flowintegrator,macros.conf
TA-netflow,flowintegrator,eventtypes.conf
Splunk_TA_k8s,fluentd:monitor-agent,savedsearches.conf
Splunk_TA_fortimail,fml:encrypt,transforms.conf
Splunk_TA_fortimail,fml:event,transforms.conf
Splunk_TA_fortimail,fml:spam,transforms.conf
Splunk_TA_fortimail,fml:statistics,transforms.conf
Splunk_TA_fortimail,fml:virus,transforms.conf
TA-sophos_rsyslog_receiver,force_sourcetype_for_cisco_asa,props.conf
TA-sophos_rsyslog_receiver,force_sourcetype_for_fw,props.conf
TA-sophos_rsyslog_receiver,force_sourcetype_for_swa,props.conf
endeca,Forge,savedsearches.conf
endeca,forge,savedsearches.conf
TA-fortinet,fortinet,transforms.conf
SplunkForFortiOS5,fortios5,inputs.conf
SplunkForFortiOS5,fortios5_app-ctrl,transforms.conf
SplunkForFortiOS5,fortios5_event,transforms.conf
SplunkForFortiOS5,fortios5_event_auth_captive_portal,transforms.conf
SplunkForFortiOS5,fortios5_event_auth_FSSO,transforms.conf
SplunkForFortiOS5,fortios5_event_config,transforms.conf
SplunkForFortiOS5,fortios5_event_dhcp,transforms.conf
SplunkForFortiOS5,fortios5_event_dns,transforms.conf
SplunkForFortiOS5,fortios5_event_his_performance,transforms.conf
SplunkForFortiOS5,fortios5_event_ipsec,transforms.conf
SplunkForFortiOS5,fortios5_event_pattern,transforms.conf
SplunkForFortiOS5,fortios5_event_system,transforms.conf
SplunkForFortiOS5,fortios5_event_wireless,transforms.conf
SplunkForFortiOS5,fortios5_ips,transforms.conf
SplunkForFortiOS5,fortios5_netscan,transforms.conf
SplunkForFortiOS5,fortios5_sslvpn,transforms.conf
SplunkForFortiOS5,fortios5_traffic,transforms.conf
SplunkForFortiOS5,fortios5_virus,transforms.conf
SplunkForFortiOS5,fortios5_webfilter,transforms.conf
fping,fping,inputs.conf
SOCPrimeSSLFramework,framework,inputs.conf
freenas_splunk-master,FreeNASJSONVolume,inputs.conf
TA-ClamAV,freshclam,transforms.conf
TA-Digital_Defense_FVM_Add-on_for_Splunk,FrontlineVM,inputs.conf
Splunk_TA_windows,fs_notification,eventtypes.conf
Splunk_TA_nix,fs_notification,props.conf
TA-forescout,fsctcenter_avp,inputs.conf
forescout_app,fsctcenter_avp,macros.conf
TA-forescout_response,fsctcenter_avp,savedsearches.conf
TA-forescout,fsctcenter*,eventtypes.conf
PCI,ftp,props.conf
MLB_stat,game_events_allstar,inputs.conf
MLB_stat,game_events_playoff,inputs.conf
MLB_stat,game_events_regular,inputs.conf
MLB_stat,game_events_spring,inputs.conf
IA-GSuiteForSplunk,gapps_internal_sourcetype,props.conf
GSuiteForSplunk,gapps_internal_sourcetype,props.conf
TA-GSuiteForSplunk,gapps_internal_sourcetype,props.conf
IA-GSuiteForSplunk,gapps:*,eventtypes.conf
GSuiteForSplunk,gapps:*,eventtypes.conf
TA-GSuiteForSplunk,gapps:*,eventtypes.conf
IA-GSuiteForSplunk,gapps:internal,transforms.conf
GSuiteForSplunk,gapps:internal,transforms.conf
TA-GSuiteForSplunk,gapps:internal,transforms.conf
IA-GSuiteForSplunk,gapps:usage:*,eventtypes.conf
GSuiteForSplunk,gapps:usage:*,eventtypes.conf
TA-GSuiteForSplunk,gapps:usage:*,eventtypes.conf
IA-GSuiteForSplunk,gapps:usage:chrome,eventtypes.conf
GSuiteForSplunk,gapps:usage:chrome,eventtypes.conf
TA-GSuiteForSplunk,gapps:usage:chrome,eventtypes.conf
IA-GSuiteForSplunk,gapps:usage:customer,eventtypes.conf
GSuiteForSplunk,gapps:usage:customer,eventtypes.conf
TA-GSuiteForSplunk,gapps:usage:customer,eventtypes.conf
IA-GSuiteForSplunk,gapps:usage:user,eventtypes.conf
GSuiteForSplunk,gapps:usage:user,eventtypes.conf
TA-GSuiteForSplunk,gapps:usage:user,eventtypes.conf
Kaspersky_Threat_Feed_App_for_Splunk,generic_single_line,inputs.conf
TA-geolocate,geolocate:cities_update,inputs.conf
TA-geolocate,geolocate:country_update,inputs.conf
TA-get-me,get:direction,inputs.conf
TA-get-me,get:moon,inputs.conf
TA-get-me,get:weather,inputs.conf
SA-Utils,getcron,props.conf
DShield,getdiaries_log,inputs.conf
DShield,getdshield_log,inputs.conf
fabrix,getfabrix,inputs.conf
TA-Github,github:repos:commits,inputs.conf
TA-Github,github:repos:issues,inputs.conf
TA-Github,github:repos:stats,inputs.conf
SA-VMNetAppUtils,globedistance,props.conf
Splunk_TA_google-cloudplatform,google:gcp:billing:log,props.conf
Splunk_TA_google-cloudplatform,google:gcp:monitoring:log,props.conf
Splunk_TA_google-cloudplatform,google:gcp:pubsub:log,props.conf
SA-ThreatIntelligence,governance:rest_handler,props.conf
greatbay,greatbay:audit,savedsearches.conf
TA-greatbay,greatbay:audit,transforms.conf
greatbay,greatbay:beacon,savedsearches.conf
TA-greatbay,greatbay:beacon,transforms.conf
SA-GreyNoise,greynoise,eventtypes.conf
netapp_app-sg,grid:auditlog,macros.conf
netapp_app-sg,grid:rest:api,macros.conf
sentinelone_TA,group,inputs.conf
IA-GSuiteForSplunk,gsuiteforsplunk:error,eventtypes.conf
IA-GSuiteForSplunk,GSuiteForSplunk:error,eventtypes.conf
GSuiteForSplunk,gsuiteforsplunk:error,eventtypes.conf
GSuiteForSplunk,GSuiteForSplunk:error,eventtypes.conf
TA-GSuiteForSplunk,gsuiteforsplunk:error,eventtypes.conf
TA-GSuiteForSplunk,GSuiteForSplunk:error,eventtypes.conf
SplunkforF5Networks,gtm_log,savedsearches.conf
maprops,hadoop_datanode,inputs.conf
idw,HADOOP_DQ_TRANSACTION_BAD_RECS|fillnull,savedsearches.conf
maprops,hadoop_global_conf,inputs.conf
maprops,hadoop_historyserver,inputs.conf
maprops,hadoop_journalnode,inputs.conf
maprops,hadoop_namenode,inputs.conf
maprops,hadoop_nodemanager,inputs.conf
maprops,hadoop_proxyserver,inputs.conf
maprops,hadoop_resourcemanager,inputs.conf
maprops,hadoop_secndarynamenode,inputs.conf
Splunk_TA_nix,hardware,inputs.conf
splunk_app_for_nix,hardware,macros.conf
Splunk_TA_k8s,heapster,savedsearches.conf
TA_HL7,hl7_v2,inputs.conf
ipreputation,Honey_Pot_Scorelookup_Log,inputs.conf
Honeynet_Challenge_5,honeynet_5_apache,inputs.conf
Honeynet_Challenge_5,honeynet_5_auth,inputs.conf
Honeynet_Challenge_5,honeynet_5_daemon,inputs.conf
Honeynet_Challenge_5,honeynet_5_dpkg,inputs.conf
Honeynet_Challenge_5,honeynet_5_kern,inputs.conf
Honeynet_Challenge_5,honeynet_5_messages,inputs.conf
Splunk_TA_nix,host_as_dest,props.conf
Splunk_TA_nix,host_as_src,props.conf
sami,hostList,savedsearches.conf
Splunk_TA_nix,HPUX:*,eventtypes.conf
config_analytics,html,inputs.conf
TA-httpry,httpry,savedsearches.conf
Splunk_HuaweiCsoftX3000,huawei_cdr,inputs.conf
huaweilte,huawei_xml,inputs.conf
FireEye_v3,hx_cef_syslog,transforms.conf
TA-FireEye_v3,hx_cef_syslog,transforms.conf
SA-Hydra,hydra_access,props.conf
SA-Hydra,hydra_gatekeeper,props.conf
SA-Hydra,hydra_gateway,inputs.conf
SA-Hydra,hydra_scheduler,props.conf
SA-Hydra,hydra_worker,props.conf
HyTrust,hytrust,inputs.conf
ias,ias,eventtypes.conf
ias,iasevents - just Windows,props.conf
SA-IdentityManagement,identity_correlation:modular_input,props.conf
SA-IdentityManagement,identity_correlation:rest_handler,props.conf
SA-IdentityManagement,identityLookup:base_class,props.conf
SA-IdentityManagement,identityLookup:lookup,props.conf
SA-IdentityManagement,identityLookup:reload,props.conf
SA-IdentityManagement,identityLookup:rest_handler,props.conf
SA-VMNetAppUtils,identitymapper,props.conf
SA-IdentityManagement,identitymapper,props.conf
securityonion,ids_rules,inputs.conf
ids_ref,ids_rules,inputs.conf
securityonion,ids_rules_doc,inputs.conf
ids_ref,ids_rules_doc,inputs.conf
extreme_networks_basic,igmp,transforms.conf
PCI,ignored_type,props.conf
Splunk_TA_nix,ignored_type,props.conf
SplunkAppForWebAnalytics,iis,inputs.conf
PCI,iis,props.conf
IllumioAppforSplunk,illumio:pce,savedsearches.conf
TA-Illumio,illumio:pce,eventtypes.conf
IllumioAppforSplunk,illumio:pce:collector,savedsearches.conf
TA-Illumio,illumio:pce:collector,transforms.conf
IllumioAppforSplunk,illumio:pce:metadata,savedsearches.conf
TA-Illumio,illumio:pce:metadata,inputs.conf
IllumioAppforSplunk,illumio:services,savedsearches.conf
imperva_waf,imperva_incapsula_cef,props.conf
Incapsula,incapsula,inputs.conf
Incapsula,Incapsula,props.conf
SplunkEnterpriseSecuritySuite,incident_review,savedsearches.conf
SA-ThreatIntelligence,incident_review,props.conf
TA-cybersponse,incident_review,savedsearches.conf
SA-EndpointProtection,indexTime,props.conf
IA-infoblox-atc,infoblox:alert,eventtypes.conf
IA-infoblox-atc,infoblox:api,eventtypes.conf
IA-infoblox-atc,infoblox:application,eventtypes.conf
IA-infoblox-atc,infoblox:audit,eventtypes.conf
IA-infoblox-atc,infoblox:clients,eventtypes.conf
IA-infoblox-atc,infoblox:connection,eventtypes.conf
IA-infoblox-atc,infoblox:dns_event,eventtypes.conf
IA-infoblox-atc,infoblox:error,eventtypes.conf
instagram,instagram,inputs.conf
TA-Sysmon-deploy,InstallLog:Sysmon,inputs.conf
Splunk_TA_Instana,instana:metrics,inputs.conf
splunk_app_Instana,instana:metrics,savedsearches.conf
Splunk_TA_nix,interfaces,inputs.conf
splunk_app_for_nix,interfaces,macros.conf
Splunk_TA_intersafe,intersafe_http,eventtypes.conf
introscope_ta,introscope,inputs.conf
SplunkEnterpriseSecuritySuite,investigation_rest_handler,props.conf
SplunkEnterpriseSecuritySuite,investigative_canvas_controller,props.conf
thundra_app,invocation,savedsearches.conf
Splunk_TA_nix,iostat,inputs.conf
maprops,iostat,inputs.conf
splunk_app_for_nix,iostat,macros.conf
SecKit_SA_idm_windows,ipaddr,macros.conf
extreme_networks_basic,iparp,transforms.conf
Splunk_TA_nix,ipfw,props.conf
Splunk_TA_nix,ipfw-icmp,props.conf
Splunk_TA_nix,ipfw-stealth,props.conf
extreme_networks_basic,iproute,transforms.conf
extreme_networks_basic,iproute_summary,transforms.conf
extreme_networks_basic,ipstats,transforms.conf
Splunk_TA_nix,iptables,props.conf
TA-IRFlow-AR,irflow_action:*,eventtypes.conf
irflow-splunk-app,irflow_action*,eventtypes.conf
SplunkforF5Security,irule,transforms.conf
SplunkforF5Networks,irule,transforms.conf
isamonitor,isafwsw3c,savedsearches.conf
isamonitor,isawebw3c,savedsearches.conf
ivanti_application_control,ivanti:amc,eventtypes.conf
Splunk_TA_jmx,jmx,inputs.conf
SPLUNK4JMX,jmx,inputs.conf
veeam_backup_monitor,JOBDETST,inputs.conf
veeam_backup_monitor,JOBTOTST,inputs.conf
veeam_backup_monitor,JOBTSKST,inputs.conf
physical_address_to_geolocation,json,inputs.conf
duo_splunkapp,json,inputs.conf
excel_export,json_http_client,props.conf
JuniperSA,juniper_sa_log,savedsearches.conf
SplunkforJuniperFW,JuniperFW,transforms.conf
SplunkforJuniperFW,JuniperFW|,savedsearches.conf
Splunk_TA_kafka,kafka:controllerLog,props.conf
Splunk_TA_kafka,kafka:kafkaServerGCLog,props.conf
Splunk_TA_kafka,kafka:logCleaner,props.conf
Splunk_TA_kafka,kafka:logStats,eventtypes.conf
Splunk_TA_kafka,kafka:networkStats,eventtypes.conf
Splunk_TA_kafka,kafka:requestLog,props.conf
Splunk_TA_kafka,kafka:serverLog,props.conf
Splunk_TA_kafka,kafka:serverStats,eventtypes.conf
Splunk_TA_kafka,kafka:stateChangeLog,props.conf
Splunk_TA_kafka,kafka:zookeeperGCLog,props.conf
SA-VMNetAppUtils,key_indicators_controller,props.conf
SA-Utils,key_indicators_controller,props.conf
keylogger,keystrokes,inputs.conf
wireless,kismet_alert,inputs.conf
wireless,kismet_nettxt,inputs.conf
TA-kitco-quotes,kitco:quotes,inputs.conf
TA-kobotoolbox,kobotoolbox,inputs.conf
Splunk_TA_nix,ksu_authentication,props.conf
Splunk_TA_nix,ksu_authorization,props.conf
Splunk_TA_k8s,kube:objects:events:watch,savedsearches.conf
Splunk_TA_k8s,kube:objects:namespaces,savedsearches.conf
Splunk_TA_k8s,kube:objects:nodes,savedsearches.conf
Splunk_TA_k8s,kube:objects:pods,savedsearches.conf
monitoringkubernetes,kubernetes_host_logs,macros.conf
monitoringkubernetes,kubernetes_logs,macros.conf
monitoringkubernetes,kubernetes_proc_stats,macros.conf
monitoringkubernetes,kubernetes_stats,macros.conf
TA-SyncKVStore,kv2idx,inputs.conf
TA-SyncKVStore,kv2kv,inputs.conf
PCI,lastlog,props.conf
Splunk_TA_nix,lastlog,inputs.conf
splunk_app_for_nix,lastlog,macros.conf
TA-lightcyber,lc_audit,inputs.conf
TA-lightcyber,lc_dashboard_counters,inputs.conf
TA-lightcyber,lc_indicators,inputs.conf
TA-lightcyber,lc_license,inputs.conf
TA-lightcyber,lc_version,inputs.conf
TA-lightcyber,lc_whitelist,inputs.conf
lenovo_lxca,lenovo_lxca,inputs.conf
SA-Utils,licensealert,props.conf
homemonitor,linksys,transforms.conf
PCI,linux_audit,props.conf
PCI,linux_bootlog,props.conf
PCI,linux_secure,props.conf
Splunk_TA_nix,linux_secure,props.conf
security_getting_started,linux_secure,inputs.conf
TA-linux_secure,linux_secure,eventtypes.conf
Splunk_TA_nix,Linux:*,eventtypes.conf
Splunk_TA_linux,linux:audit,transforms.conf
Splunk_TA_linux,linux:collectd:graphite,eventtypes.conf
Splunk_TA_nix,Linux:ListeningPorts,props.conf
Splunk_TA_nix,Linux:LocalProcesses,props.conf
Splunk_TA_nix,Linux:Memory,props.conf
Splunk_TA_nix,Linux:SELinuxConfig,inputs.conf
Splunk_TA_nix,Linux:Service,props.conf
Splunk_TA_nix,Linux:SSHDConfig,props.conf
Splunk_TA_nix,Linux:Update,props.conf
Splunk_TA_nix,Linux:Uptime,props.conf
Splunk_TA_nix,Linux:UserAccounts,props.conf
Splunk_TA_nix,Linux:Version,props.conf
PeopleSoft,listener,inputs.conf
extreme_networks_basic,log,transforms.conf
SA-ThreatIntelligence,log_review_rest_handler,props.conf
Blake_TA_WSO2,log4j,eventtypes.conf
TA-ms-loganalytics,loganalytics,inputs.conf
Splunk_TA_nix,login_authentication,props.conf
TA-logmein,logmein,inputs.conf
endeca,logserver_output,savedsearches.conf
Splunk_TA_lookingglasscyber_ctc,lookingglasscyber_ctc,inputs.conf
Splunk_TA_lookingglasscyber_sv,lookingglasscyber_sv,inputs.conf
lookup_editor,lookup_backups_rest_handler,props.conf
lookup_editor,lookup_editor_rest_handler,props.conf
SA-VMNetAppUtils,lookup_editor:controller,props.conf
SA-Utils,lookup_editor:controller,props.conf
SA-Utils,lookup_file_upload_rest_handler,props.conf
broken_hosts,lower(sourcetype,savedsearches.conf
Splunk_TA_nix,lsof,inputs.conf
splunk_app_for_nix,lsof,macros.conf
SplunkforF5Networks,ltm_log,savedsearches.conf
SA-VMNetAppUtils,managed_lookups_controller,props.conf
SA-Utils,managed_lookups_controller,props.conf
SA-VMNetAppUtils,managed_lookups_rest_handler,props.conf
SA-Utils,managed_lookups_rest_handler,props.conf
SA-Utils,managed_nav_rest_handler,props.conf
extreme_networks_basic,management,transforms.conf
DA-ESS-ContentUpdate,manifests,savedsearches.conf
PCI,manpage,props.conf
TA-Illumio,markquarantineResponse,eventtypes.conf
Splunk_TA_mcafee,mcafee:epo,eventtypes.conf
TA-System_Tagger_for_McAfee_ePO,mcafee:epo:systems,inputs.conf
TA-System_Tagger_for_McAfee_ePO,mcafee:epo:tag,inputs.conf
Splunk_TA_mcafee,mcafee:ids,props.conf
TA-Mcafee_ips,mcafee:ips,eventtypes.conf
WikiApp,MediaWiki:RecentChanges,inputs.conf
extreme_networks_basic,memory,transforms.conf
TA-meraki,meraki,eventtypes.conf
weather_observations,met_office:weather_observations:hourly,inputs.conf
meta_woot,meta_woot,savedsearches.conf
SecKit_SA_idm_common,metadata,savedsearches.conf
SplunkforMetaFlows,metaflows-syslog,inputs.conf
Splunk_TA_microsoft-scom,microsoft:scom,inputs.conf
Splunk_TA_microsoft-scom,microsoft:scom:1,transforms.conf
Splunk_TA_microsoft-scom,microsoft:scom:performance,transforms.conf
Splunk_TA_microsoft-scom,microsoft:scom*,eventtypes.conf
homemonitor,mikro,transforms.conf
TA-Mixpanel,mixpanel:export,inputs.conf
TA-Mixpanel,mixpanel:live,inputs.conf
TA-Mixpanel,mixpanel:people,inputs.conf
mobile_access,mobile_access,inputs.conf
mobileanalytics,mobile_crash_log,inputs.conf
Splunk_SA_CIM,modaction:adhoc_rest_handler,props.conf
Splunk_SA_CIM,modaction:invocations_rest_handler,props.conf
Splunk_SA_CIM,modular_alerts:1,transforms.conf
SplunkEnterpriseSecuritySuite,ModularInput:AppPermissionsManager,inputs.conf
SplunkEnterpriseSecuritySuite,ModularInput:ESDeploymentManager,inputs.conf
DA-ESS-ThreatIntelligence,ModularInput:ThreatIntelligenceManager,inputs.conf
SA-ThreatIntelligence,ModularInput:Threatlist,inputs.conf
security_getting_started,MonitorWare:3,transforms.conf
anonymous_mood_radiator,moodLog,inputs.conf
splunk_app_microsoft_exchange,MRM_Assistants*,eventtypes.conf
extreme_networks_basic,mrp_ports,transforms.conf
TA-MS-AAD,ms:aad:audit,inputs.conf
TA-MS-AAD,ms:aad:signin,inputs.conf
Splunk_TA_microsoft-iis,ms:iis:*,eventtypes.conf
Splunk_TA_microsoft-cloudservices,ms:o365:jobinsight:account,props.conf
Splunk_TA_microsoft-cloudservices,ms:o365:jobinsight:forwarder,props.conf
Splunk_TA_microsoft-cloudservices,ms:o365:jobinsight:input,props.conf
Splunk_TA_microsoft-cloudservices,ms:o365:management,eventtypes.conf
TA-MS_O365_Reporting,ms:o365:reporting:messagetrace,inputs.conf
Splunk_TA_microsoft-scom,ms:scom:log:script,props.conf
Splunk_TA_microsoft-scom,ms:scom:log:ucc,props.conf
ms_windows_ad_objects,MSAD:*:Health,eventtypes.conf
splunk-template-azure,mscs:azure:audit,macros.conf
Splunk_TA_microsoft-cloudservices,mscs:azure:audit:log,props.conf
Splunk_TA_microsoft-cloudservices,mscs:azure:resource:log,props.conf
Splunk_TA_microsoft-cloudservices,mscs:resource:networkInterfaceCard,savedsearches.conf
splunk-template-azure,mscs:resource:networkInterfaceCard,macros.conf
splunk-template-azure,mscs:resource:publicIPAddress,macros.conf
Splunk_TA_microsoft-cloudservices,mscs:resource:virtualMachine,eventtypes.conf
splunk-template-azure,mscs:resource:virtualmachine,macros.conf
splunk-template-azure,mscs:resource:virtualNetwork,macros.conf
Splunk_TA_microsoft-cloudservices,mscs:storage:blob:log,props.conf
Splunk_TA_microsoft-cloudservices,mscs:storage:table:log,props.conf
Splunk_TA_microsoft-cloudservices,mscs:ucc:lib:log,props.conf
Splunk_TA_microsoft-cloudservices,mscs:util:log,props.conf
Splunk_TA_microsoft-cloudservices,mscs:vm:metrics,eventtypes.conf
Splunk_TA_windows,msdhcp,eventtypes.conf
splunk_app_microsoft_exchange,MSExchange:*,eventtypes.conf
splunk_app_microsoft_exchange,MSExchange:*:AdminAudit,eventtypes.conf
splunk_app_microsoft_exchange,MSExchange:*:Database-Stats,eventtypes.conf
splunk_app_microsoft_exchange,MSExchange:*:DistributionLists,eventtypes.conf
splunk_app_microsoft_exchange,MSExchange:*:Folder-Usage,eventtypes.conf
splunk_app_microsoft_exchange,MSExchange:*:InboxRules,eventtypes.conf
splunk_app_microsoft_exchange,MSExchange:*:Mailbox-Usage,eventtypes.conf
splunk_app_microsoft_exchange,MSExchange:*:MailboxAudit,eventtypes.conf
splunk_app_microsoft_exchange,MSExchange:*:MessageTracking,eventtypes.conf
splunk_app_microsoft_exchange,MSExchange:*:PublicFolder-Stats,eventtypes.conf
splunk_app_microsoft_exchange,MSExchange:*:ThrottlingPolicy,eventtypes.conf
splunk_app_microsoft_exchange,MSExchange:*:Topology,eventtypes.conf
TA-Exchange-Mailbox,MSExchange:2007:Database-Stats,inputs.conf
TA-Exchange-Mailbox,MSExchange:2007:Folder-Usage,inputs.conf
TA-Exchange-Mailbox,MSExchange:2007:Mailbox-Usage,inputs.conf
TA-Exchange-HubTransport,MSExchange:2007:MessageTracking,inputs.conf
TA-Exchange-Mailbox,MSExchange:2007:PublicFolder-Stats,inputs.conf
TA-Exchange-ClientAccess,MSExchange:2007:RPCClientAccess,inputs.conf
TA-Exchange-Mailbox,MSExchange:2007:Topology,inputs.conf
TA-Exchange-HubTransport,MSExchange:2007:Topology,inputs.conf
TA-Exchange-ClientAccess,MSExchange:2007:Topology,inputs.conf
TA-Exchange-Mailbox,MSExchange:2010:AdminAudit,inputs.conf
TA-Exchange-HubTransport,MSExchange:2010:AdminAudit,inputs.conf
TA-Exchange-ClientAccess,MSExchange:2010:AdminAudit,inputs.conf
TA-Exchange-Mailbox,MSExchange:2010:Database-Stats,inputs.conf
TA-Exchange-Mailbox,MSExchange:2010:DistributionLists,inputs.conf
TA-Exchange-Mailbox,MSExchange:2010:Folder-Usage,inputs.conf
TA-Exchange-Mailbox,MSExchange:2010:InboxRules,inputs.conf
TA-Exchange-Mailbox,MSExchange:2010:Mailbox-Usage,inputs.conf
TA-Exchange-Mailbox,MSExchange:2010:MailboxAudit,inputs.conf
TA-Exchange-HubTransport,MSExchange:2010:MessageTracking,inputs.conf
TA-Exchange-Mailbox,MSExchange:2010:PublicFolder-Stats,inputs.conf
TA-Exchange-ClientAccess,MSExchange:2010:RPCClientAccess,inputs.conf
TA-Exchange-ClientAccess,MSExchange:2010:ThrottlingPolicy,inputs.conf
